freq_hz,s0_db,s1_db,s2_db,s3_db,s4_db,s5_db,composite_db
# M0_Q0
15329.13,-16.18,-23.20,-22.57,-13.49,-2.16,18.22,-47.35
15536.20,-16.00,-22.57,-21.30,-15.96,-3.76,19.11,-48.45
15746.07,-15.84,-22.01,-20.28,-18.53,-5.23,19.74,-50.10
15958.77,-15.68,-21.51,-19.43,-21.07,-6.56,20.03,-52.18
16174.34,-15.53,-21.07,-18.72,-23.08,-7.76,19.96,-54.17
16392.83,-15.40,-20.68,-18.12,-23.86,-8.83,19.61,-55.23
16614.26,-15.28,-20.33,-17.60,-23.34,-9.79,19.10,-55.20
16838.69,-15.16,-20.01,-17.15,-22.24,-10.64,18.51,-54.67
17066.15,-15.06,-19.73,-16.77,-21.10,-11.37,17.90,-54.10
17296.68,-14.97,-19.49,-16.44,-20.10,-12.01,17.33,-53.63
17530.33,-14.88,-19.27,-16.16,-19.26,-12.54,16.80,-53.27
17767.13,-14.81,-19.08,-15.91,-18.58,-12.99,16.34,-52.99
18007.13,-14.74,-18.91,-15.71,-18.03,-13.35,15.93,-52.77
18250.38,-14.69,-18.78,-15.54,-17.59,-13.65,15.59,-52.60
18496.91,-14.64,-18.66,-15.40,-17.24,-13.87,15.31,-52.47
18746.77,-14.61,-18.58,-15.29,-16.98,-14.04,15.09,-52.37
19000.00,-14.58,-18.51,-15.22,-16.80,-14.16,14.94,-52.29
# M0_Q100
20.00,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
20.27,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
20.54,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
20.82,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
21.10,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
21.39,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
21.68,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
21.97,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
22.27,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
22.57,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
22.87,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
23.18,-36.11,8.79,-4.34,-7.06,-3.97,42.67,12.03
23.49,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
23.81,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
24.13,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
24.46,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
24.79,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
25.12,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
25.46,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
25.81,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
26.16,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
26.51,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
26.87,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
27.23,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
27.60,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
27.97,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
28.35,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
28.73,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
29.12,-36.11,8.79,-4.34,-7.06,-3.97,42.68,12.03
29.51,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
29.91,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
30.32,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
30.73,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
31.14,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
31.56,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
31.99,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
32.42,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
32.86,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
33.30,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
33.75,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
34.21,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
34.67,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
35.14,-36.11,8.80,-4.34,-7.06,-3.97,42.68,12.03
35.61,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
36.09,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
36.58,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
37.08,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
37.58,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
38.08,-36.12,8.80,-4.34,-7.06,-3.97,42.68,12.04
38.60,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
39.12,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
39.65,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
40.18,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
40.73,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
41.28,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
41.83,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
42.40,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
42.97,-36.12,8.80,-4.34,-7.06,-3.97,42.69,12.04
43.55,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
44.14,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
44.74,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
45.34,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
45.95,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
46.57,-36.12,8.81,-4.34,-7.06,-3.97,42.69,12.04
47.20,-36.13,8.81,-4.34,-7.06,-3.97,42.69,12.04
47.84,-36.13,8.81,-4.34,-7.06,-3.97,42.69,12.05
48.49,-36.13,8.81,-4.34,-7.06,-3.97,42.69,12.05
49.14,-36.13,8.81,-4.34,-7.06,-3.97,42.70,12.05
49.81,-36.13,8.81,-4.34,-7.06,-3.97,42.70,12.05
50.48,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
51.16,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
51.85,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
52.55,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
53.26,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
53.98,-36.13,8.81,-4.34,-7.07,-3.97,42.70,12.05
54.71,-36.13,8.82,-4.34,-7.07,-3.97,42.70,12.05
55.45,-36.13,8.82,-4.34,-7.07,-3.97,42.70,12.05
56.20,-36.14,8.82,-4.34,-7.07,-3.97,42.70,12.05
56.96,-36.14,8.82,-4.34,-7.07,-3.97,42.70,12.05
57.73,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
58.51,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
59.30,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
60.10,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
60.91,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
61.73,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
62.57,-36.14,8.82,-4.34,-7.07,-3.97,42.71,12.06
63.41,-36.14,8.83,-4.34,-7.07,-3.97,42.71,12.06
64.27,-36.15,8.83,-4.34,-7.07,-3.97,42.71,12.06
65.14,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.06
66.02,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
66.91,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
67.81,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
68.73,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
69.66,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
70.60,-36.15,8.83,-4.34,-7.07,-3.97,42.72,12.07
71.55,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.07
72.52,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.07
73.50,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.08
74.49,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.08
75.50,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.08
76.52,-36.16,8.84,-4.34,-7.07,-3.97,42.73,12.08
77.55,-36.17,8.84,-4.34,-7.07,-3.97,42.73,12.08
78.60,-36.17,8.85,-4.34,-7.07,-3.97,42.74,12.08
79.66,-36.17,8.85,-4.34,-7.07,-3.97,42.74,12.09
80.74,-36.17,8.85,-4.34,-7.07,-3.97,42.74,12.09
81.83,-36.17,8.85,-4.34,-7.07,-3.97,42.74,12.09
82.93,-36.17,8.85,-4.34,-7.07,-3.97,42.74,12.09
84.05,-36.18,8.85,-4.34,-7.07,-3.97,42.75,12.09
85.19,-36.18,8.86,-4.34,-7.07,-3.97,42.75,12.09
86.34,-36.18,8.86,-4.34,-7.07,-3.97,42.75,12.10
87.50,-36.18,8.86,-4.34,-7.07,-3.97,42.75,12.10
88.69,-36.19,8.86,-4.34,-7.07,-3.97,42.76,12.10
89.88,-36.19,8.86,-4.34,-7.07,-3.97,42.76,12.10
91.10,-36.19,8.87,-4.34,-7.07,-3.97,42.76,12.10
92.33,-36.19,8.87,-4.34,-7.07,-3.97,42.76,12.11
93.58,-36.19,8.87,-4.34,-7.07,-3.97,42.77,12.11
94.84,-36.20,8.87,-4.34,-7.07,-3.97,42.77,12.11
96.12,-36.20,8.88,-4.34,-7.07,-3.97,42.77,12.11
97.42,-36.20,8.88,-4.34,-7.07,-3.97,42.77,12.12
98.74,-36.21,8.88,-4.34,-7.07,-3.97,42.78,12.12
100.07,-36.21,8.88,-4.34,-7.07,-3.97,42.78,12.12
101.42,-36.21,8.89,-4.34,-7.07,-3.97,42.78,12.12
102.79,-36.21,8.89,-4.34,-7.07,-3.97,42.78,12.13
104.18,-36.22,8.89,-4.34,-7.07,-3.97,42.79,12.13
105.59,-36.22,8.89,-4.34,-7.07,-3.97,42.79,12.13
107.01,-36.22,8.90,-4.34,-7.07,-3.97,42.79,12.14
108.46,-36.23,8.90,-4.34,-7.07,-3.97,42.80,12.14
109.92,-36.23,8.90,-4.34,-7.07,-3.97,42.80,12.14
111.41,-36.23,8.91,-4.34,-7.07,-3.97,42.81,12.15
112.91,-36.24,8.91,-4.34,-7.07,-3.97,42.81,12.15
114.44,-36.24,8.91,-4.34,-7.07,-3.97,42.81,12.15
115.98,-36.24,8.92,-4.34,-7.07,-3.97,42.82,12.16
117.55,-36.25,8.92,-4.34,-7.07,-3.97,42.82,12.16
119.14,-36.25,8.92,-4.34,-7.07,-3.97,42.83,12.16
120.75,-36.26,8.93,-4.34,-7.07,-3.97,42.83,12.17
122.38,-36.26,8.93,-4.34,-7.07,-3.97,42.83,12.17
124.03,-36.27,8.94,-4.34,-7.07,-3.97,42.84,12.17
125.71,-36.27,8.94,-4.34,-7.07,-3.97,42.84,12.18
127.41,-36.27,8.94,-4.34,-7.07,-3.97,42.85,12.18
129.13,-36.28,8.95,-4.34,-7.07,-3.97,42.85,12.19
130.87,-36.28,8.95,-4.34,-7.07,-3.97,42.86,12.19
132.64,-36.29,8.96,-4.34,-7.07,-3.97,42.86,12.20
