_source,"# RAW ARMAdillo bytes, 4-byte stage blueprint. DECODE TO Hz/radius UNVERIFIED (golden test failed).",F1_low_Hz,F2_high_Hz,F3_Hz,F4_Hz,air,air_db,air_delta_db,bite,bite_db,bite_delta_db,block,body,body_db,body_delta_db,body_path,boost,bucket,coef_max_abs,coef_rms,composite_db,contrast,corner,corner_BL_F1,corner_BL_F2,corner_BR_F1,corner_BR_F2,corner_TL_F1,corner_TL_F2,corner_TR_F1,corner_TR_F2,corner_peak_db,curve,da1,dc4,dfreq_hz,dr,dry,dtheta_deg,dtheta_rad,evaluated_points,file,float_agc_boost,freq_hz,gain_b0,gd_max_abs_samples,gd_rms_samples,ipa,kind,low,low_db,low_delta_db,low_minus_bite,low_minus_body,mag_max_abs_db,mag_rms_db,max_coeff_err,max_pole_angle_err_deg,max_pole_angle_err_rad,max_pole_radius,max_q,max_r,mean_delta_db,method,mode,morph,name,notes,null_float_vs_packed_roundtrip_db,null_vs_oracle_db,packed_agc_boost,parallel,peak,peak_db,phoneme,point_index,point_name,pole_bw_hz,pole_freq_hz,pole_hz,pole_kind,pole_r,preset,q,radius,rank,rms_delta_db,row,s0_db,s1_db,s2_db,s3_db,s4_db,s5_db,shape_rms_delta_db,source,source_file,stable,stable_points,stage,voice,wav,word_example,x3,zero_hz,zero_kind,zero_r
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970913677748879,,,,rbf_thin_plate,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978157574634055,,,,rbf_thin_plate,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725155386544485,,,,rbf_thin_plate,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982662442671572,,,,rbf_thin_plate,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996812324569416,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982524687646424,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976814278007596,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981479775742622,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9744852338974307,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984083790683905,,,,rbf_thin_plate,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974418360841149,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984784095582636,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998131427150007,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983553253017434,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9764415063357802,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985484515211118,,,,rbf_thin_plate,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980048973328263,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987215458715839,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984162089654471,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985724369787699,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9783877209028924,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986890064095651,,,,rbf_thin_plate,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998375919872505,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989542267768096,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986994761663639,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987911951582789,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9803528419721057,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988288840961105,,,,rbf_thin_plate,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986881717810109,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991180809128469,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989659783442342,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989909109090631,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9823343329095929,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989707731132593,,,,rbf_thin_plate,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989636529670792,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992254435282634,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991433020938749,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991250026170813,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9840396841053578,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990707550375258,,,,rbf_thin_plate,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9697296158706401,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909126071784597,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9832261429158299,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9901720680895703,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.940048983344779,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960952395136858,,,,rbf_thin_plate,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9752991378969748,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924492899231926,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862501058102231,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9918855808274262,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943768363422901,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9964004969493864,,,,rbf_thin_plate,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9805888880413327,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9934086682067822,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988365727566829,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930193933267716,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9474812511100464,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966608296119427,,,,rbf_thin_plate,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848385820843407,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943494001246328,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9907441965925234,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993869427129069,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9511776749638817,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969322597416532,,,,rbf_thin_plate,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9875107909396075,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953262472096078,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925386828087951,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994779561054522,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9548621664820661,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972018732227497,,,,rbf_thin_plate,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990135281671856,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961280656098567,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936677065886905,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956916573779139,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9585223179917245,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974708518026303,,,,rbf_thin_plate,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9922962111884187,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,0,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966491519494401,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,1,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948083202867615,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,2,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996354402089479,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,3,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9621901737489622,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,4,,,,,,,
dev\tmp\coefficient_field_bakeoff\20260519_153746\data\stability.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997743271044826,,,,rbf_thin_plate,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,True,,5,,,,,,,
