_source,"# RAW ARMAdillo bytes, 4-byte stage blueprint. DECODE TO Hz/radius UNVERIFIED (golden test failed).",F1_low_Hz,F2_high_Hz,F3_Hz,F4_Hz,air,air_db,air_delta_db,bite,bite_db,bite_delta_db,block,body,body_db,body_delta_db,body_path,boost,bucket,coef_max_abs,coef_rms,composite_db,contrast,corner,corner_BL_F1,corner_BL_F2,corner_BR_F1,corner_BR_F2,corner_TL_F1,corner_TL_F2,corner_TR_F1,corner_TR_F2,corner_peak_db,curve,da1,dc4,dfreq_hz,dr,dry,dtheta_deg,dtheta_rad,evaluated_points,file,float_agc_boost,freq_hz,gain_b0,gd_max_abs_samples,gd_rms_samples,ipa,kind,low,low_db,low_delta_db,low_minus_bite,low_minus_body,mag_max_abs_db,mag_rms_db,max_coeff_err,max_pole_angle_err_deg,max_pole_angle_err_rad,max_pole_radius,max_q,max_r,mean_delta_db,method,mode,morph,name,notes,null_float_vs_packed_roundtrip_db,null_vs_oracle_db,packed_agc_boost,parallel,peak,peak_db,phoneme,point_index,point_name,pole_bw_hz,pole_freq_hz,pole_hz,pole_kind,pole_r,preset,q,radius,rank,rms_delta_db,row,s0_db,s1_db,s2_db,s3_db,s4_db,s5_db,shape_rms_delta_db,source,source_file,stable,stable_points,stage,voice,wav,word_example,x3,zero_hz,zero_kind,zero_r
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,59.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,60.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,60.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,63.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,64.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,65.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,66.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,66.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,67.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,68.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,69.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,70.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.45,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,71.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,72.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,73.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,74.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,75.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,76.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,77.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,78.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,79.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,80.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,81.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,82.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,84.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.28,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,85.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,86.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,87.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,88.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,89.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,91.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,92.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,93.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,94.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.42,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,96.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,97.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,,,,,,,,,,,,,,,,,,98.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,,,,,,,,,,,,,,,,,,100.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,,,,,,,,,,,,,,,,,,101.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,,,,,,,,,,,,,,,,,,102.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,,,,,,,,,,,,,,,,,,104.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,105.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,107.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,109.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,111.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,112.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,114.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,115.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.38,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.92,,,,,,,,,,,,,,,,,,,,,,,117.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.38,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.92,,,,,,,,,,,,,,,,,,,,,,,119.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.38,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.92,,,,,,,,,,,,,,,,,,,,,,,120.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.38,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.92,,,,,,,,,,,,,,,,,,,,,,,122.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.91,,,,,,,,,,,,,,,,,,,,,,,124.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.91,,,,,,,,,,,,,,,,,,,,,,,125.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,12.63,-2.29,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.91,,,,,,,,,,,,,,,,,,,,,,,127.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,12.63,-2.28,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.90,,,,,,,,,,,,,,,,,,,,,,,129.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36,12.63,-2.28,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.90,,,,,,,,,,,,,,,,,,,,,,,130.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36,12.63,-2.28,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.90,,,,,,,,,,,,,,,,,,,,,,,132.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36,12.63,-2.28,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.89,,,,,,,,,,,,,,,,,,,,,,,134.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.35,12.63,-2.28,-5.23,-8.33,-29.29,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.89,,,,,,,,,,,,,,,,,,,,,,,136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.35,12.63,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.89,,,,,,,,,,,,,,,,,,,,,,,138.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.35,12.63,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,139.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34,12.63,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,,,141.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34,12.63,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,143.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.33,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,145.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.33,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,147.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.33,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,,,149.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,,,151.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.85,,,,,,,,,,,,,,,,,,,,,,,153.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.31,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.85,,,,,,,,,,,,,,,,,,,,,,,155.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.31,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.84,,,,,,,,,,,,,,,,,,,,,,,157.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.30,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.84,,,,,,,,,,,,,,,,,,,,,,,160.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.30,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.83,,,,,,,,,,,,,,,,,,,,,,,162.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.29,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.83,,,,,,,,,,,,,,,,,,,,,,,164.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.29,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.82,,,,,,,,,,,,,,,,,,,,,,,166.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.28,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.82,,,,,,,,,,,,,,,,,,,,,,,168.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.28,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.81,,,,,,,,,,,,,,,,,,,,,,,171.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27,12.64,-2.28,-5.23,-8.33,-29.30,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.81,,,,,,,,,,,,,,,,,,,,,,,173.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.80,,,,,,,,,,,,,,,,,,,,,,,175.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.26,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.79,,,,,,,,,,,,,,,,,,,,,,,178.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.26,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.79,,,,,,,,,,,,,,,,,,,,,,,180.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.25,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.78,,,,,,,,,,,,,,,,,,,,,,,183.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.24,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.77,,,,,,,,,,,,,,,,,,,,,,,185.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.24,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
ref\heritage\Ear_Bender.csv,,,,,,,,,,,,,,,,,,,,,11.77,,,,,,,,,,,,,,,,,,,,,,,188.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.23,12.64,-2.28,-5.23,-8.33,-29.31,,,,,,,,,,,,,
